transaction_id,user_id,product_id,quantity,rating,timestamp,payment_method,date,hour,day_of_week,month
T002156,U0287,P0035,2.0,4.0,2024-06-15 15:12:00,COD,2024-06-15,15,5,6
T002157,U0210,P0191,3.0,3.0,2024-09-23 01:47:00,Debit Card,2024-09-23,1,0,9
T002158,U0121,P0099,2.0,3.0,2024-05-20 09:26:00,Net Banking,2024-05-20,9,0,5
T002159,U0199,P0189,3.0,4.0,2024-10-23 20:02:00,Net Banking,2024-10-23,20,2,10
T002160,U0306,P0042,1.0,4.0,2024-09-05 20:40:00,Debit Card,2024-09-05,20,3,9
T002161,U0239,P0143,1.0,5.0,2024-11-16 05:09:00,COD,2024-11-16,5,5,11
T002162,U0480,P0194,1.0,3.0,2024-05-05 17:55:00,COD,2024-05-05,17,6,5
T002163,U0255,P0101,4.0,5.0,2024-09-08 15:15:00,Credit Card,2024-09-08,15,6,9
T002164,U0062,P0111,3.0,4.0,2024-10-20 21:09:00,UPI,2024-10-20,21,6,10
T002165,U0465,P0171,2.0,5.0,2024-12-30 07:18:00,Credit Card,2024-12-30,7,0,12
T002166,U0451,P0160,2.0,2.0,2024-05-02 18:31:00,Credit Card,2024-05-02,18,3,5
T002167,U0426,P0103,3.0,5.0,2024-08-23 15:06:00,Net Banking,2024-08-23,15,4,8
T002168,U0072,P0046,3.0,4.0,2024-12-26 15:33:00,COD,2024-12-26,15,3,12
T002169,U0225,P0037,2.0,3.0,2024-12-24 01:11:00,COD,2024-12-24,1,1,12
T002170,U0215,P0051,4.0,2.0,2024-12-06 00:04:00,Credit Card,2024-12-06,0,4,12
T002171,U0198,P0168,2.0,4.0,2024-10-02 13:20:00,COD,2024-10-02,13,2,10
T002172,U0009,P0175,4.0,4.0,2024-03-27 21:37:00,UPI,2024-03-27,21,2,3
T002173,U0046,P0097,4.0,4.0,2024-10-30 16:08:00,Debit Card,2024-10-30,16,2,10
T002174,U0158,P0171,2.0,5.0,2024-07-05 22:13:00,UPI,2024-07-05,22,4,7
T002175,U0048,P0132,1.0,5.0,2024-06-03 22:22:00,Credit Card,2024-06-03,22,0,6
T002176,U0133,P0090,3.0,3.0,2024-06-05 08:49:00,Debit Card,2024-06-05,8,2,6
T002177,U0460,P0056,3.0,4.0,2024-07-01 13:34:00,UPI,2024-07-01,13,0,7
T002178,U0298,P0040,1.0,3.0,2024-02-21 20:43:00,Credit Card,2024-02-21,20,2,2
T002179,U0294,P0018,3.0,5.0,2024-04-05 06:17:00,Credit Card,2024-04-05,6,4,4
T002180,U0032,P0178,4.0,4.0,2024-01-29 10:32:00,UPI,2024-01-29,10,0,1
T002181,U0487,P0103,1.0,2.0,2024-11-27 12:27:00,Credit Card,2024-11-27,12,2,11
T002182,U0243,P0005,3.0,3.0,2024-01-28 01:29:00,COD,2024-01-28,1,6,1
T002183,U0110,P0172,4.0,4.0,2024-04-13 18:00:00,UPI,2024-04-13,18,5,4
T002184,U0153,P0058,4.0,4.0,2024-05-20 17:49:00,Credit Card,2024-05-20,17,0,5
T002185,U0393,P0016,1.0,5.0,2024-05-22 23:29:00,UPI,2024-05-22,23,2,5
T002186,U0109,P0127,2.0,4.0,2024-04-23 11:56:00,Credit Card,2024-04-23,11,1,4
T002187,U0442,P0017,3.0,4.0,2024-02-05 23:53:00,COD,2024-02-05,23,0,2
T002188,U0058,P0083,4.0,5.0,2024-06-14 12:15:00,UPI,2024-06-14,12,4,6
T002189,U0280,P0200,1.0,4.0,2024-06-16 05:46:00,Debit Card,2024-06-16,5,6,6
T002190,U0492,P0176,1.0,2.0,2024-07-15 22:09:00,COD,2024-07-15,22,0,7
T002191,U0208,P0053,3.0,5.0,2024-02-19 10:26:00,Debit Card,2024-02-19,10,0,2
T002192,U0315,P0029,1.0,3.0,2024-05-07 08:34:00,Credit Card,2024-05-07,8,1,5
T002193,U0336,P0134,4.0,5.0,2024-12-15 10:05:00,Credit Card,2024-12-15,10,6,12
T002194,U0049,P0086,3.0,4.0,2024-01-03 15:46:00,Debit Card,2024-01-03,15,2,1
T002195,U0196,P0045,2.0,4.0,2024-02-02 20:22:00,UPI,2024-02-02,20,4,2
T002196,U0104,P0180,3.0,3.0,2024-08-30 06:02:00,UPI,2024-08-30,6,4,8
T002197,U0322,P0094,4.0,2.0,2024-08-08 18:28:00,Debit Card,2024-08-08,18,3,8
T002198,U0373,P0176,1.0,3.0,2024-08-31 10:47:00,Debit Card,2024-08-31,10,5,8
T002200,U0260,P0154,3.0,3.0,2024-01-24 08:13:00,UPI,2024-01-24,8,2,1
T002201,U0461,P0070,3.0,5.0,2024-04-27 02:57:00,Debit Card,2024-04-27,2,5,4
T002202,U0319,P0036,4.0,5.0,2024-11-19 23:35:00,Credit Card,2024-11-19,23,1,11
T002203,U0078,P0099,2.0,3.0,2024-05-10 17:36:00,Net Banking,2024-05-10,17,4,5
T002204,U0239,P0093,3.0,4.0,2024-08-26 18:13:00,COD,2024-08-26,18,0,8
T002205,U0043,P0054,1.0,5.0,2024-10-25 22:26:00,COD,2024-10-25,22,4,10
T002206,U0007,P0150,4.0,3.0,2024-01-05 22:54:00,Debit Card,2024-01-05,22,4,1
T002207,U0400,P0156,1.0,5.0,2024-09-23 10:10:00,Credit Card,2024-09-23,10,0,9
T002208,U0183,P0085,3.0,5.0,2024-12-19 03:23:00,Debit Card,2024-12-19,3,3,12
T002209,U0499,P0012,2.0,4.0,2024-04-07 04:27:00,Debit Card,2024-04-07,4,6,4
T002210,U0204,P0189,3.0,2.0,2024-04-23 13:55:00,Credit Card,2024-04-23,13,1,4
T002211,U0039,P0138,1.0,2.0,2024-03-14 00:23:00,Net Banking,2024-03-14,0,3,3
T002212,U0007,P0171,2.0,3.0,2024-01-03 14:13:00,UPI,2024-01-03,14,2,1
T002213,U0306,P0175,1.0,5.0,2024-03-28 14:39:00,Net Banking,2024-03-28,14,3,3
T002214,U0446,P0129,2.0,3.0,2024-06-09 20:29:00,Net Banking,2024-06-09,20,6,6
T002215,U0167,P0024,1.0,4.0,2024-05-21 06:07:00,Credit Card,2024-05-21,6,1,5
T002216,U0206,P0133,4.0,4.0,2024-04-14 05:55:00,Credit Card,2024-04-14,5,6,4
T002217,U0075,P0180,4.0,3.0,2024-04-24 17:16:00,Debit Card,2024-04-24,17,2,4
T002218,U0413,P0137,2.0,2.0,2024-04-09 08:56:00,UPI,2024-04-09,8,1,4
T002219,U0077,P0084,3.0,5.0,2024-03-31 02:51:00,Net Banking,2024-03-31,2,6,3
T002220,U0404,P0039,3.0,5.0,2024-05-07 10:40:00,Net Banking,2024-05-07,10,1,5
T002221,U0386,P0044,3.0,4.0,2024-08-19 07:32:00,Net Banking,2024-08-19,7,0,8
T002222,U0112,P0017,4.0,3.0,2024-10-19 03:42:00,Debit Card,2024-10-19,3,5,10
T002223,U0078,P0195,1.0,2.0,2024-10-04 05:41:00,Debit Card,2024-10-04,5,4,10
T002224,U0003,P0167,4.0,4.0,2024-07-23 02:52:00,Credit Card,2024-07-23,2,1,7
T002225,U0347,P0015,1.0,5.0,2024-02-05 23:13:00,UPI,2024-02-05,23,0,2
T002226,U0124,P0070,3.0,5.0,2024-12-26 11:50:00,UPI,2024-12-26,11,3,12
T002227,U0003,P0094,2.0,4.0,2024-11-12 10:21:00,Debit Card,2024-11-12,10,1,11
T002228,U0112,P0087,3.0,4.0,2024-11-30 02:23:00,Credit Card,2024-11-30,2,5,11
T002229,U0075,P0073,4.0,3.0,2024-04-11 04:30:00,UPI,2024-04-11,4,3,4
T002230,U0093,P0124,2.0,4.0,2024-03-03 11:17:00,UPI,2024-03-03,11,6,3
T002231,U0488,P0044,1.0,3.0,2024-08-12 18:12:00,Debit Card,2024-08-12,18,0,8
T002232,U0083,P0097,4.0,4.0,2024-03-21 21:36:00,Credit Card,2024-03-21,21,3,3
T002233,U0464,P0176,3.0,3.0,2024-03-31 05:54:00,UPI,2024-03-31,5,6,3
T002234,U0276,P0153,3.0,4.0,2024-11-02 04:38:00,Debit Card,2024-11-02,4,5,11
T002235,U0231,P0132,4.0,4.0,2024-03-01 03:15:00,Net Banking,2024-03-01,3,4,3
T002236,U0398,P0100,4.0,4.0,2024-05-17 13:16:00,COD,2024-05-17,13,4,5
T002237,U0401,P0075,4.0,4.0,2024-09-26 10:29:00,Credit Card,2024-09-26,10,3,9
T002238,U0029,P0070,4.0,5.0,2024-03-25 01:00:00,UPI,2024-03-25,1,0,3
T002239,U0414,P0050,4.0,2.0,2024-04-20 21:01:00,Credit Card,2024-04-20,21,5,4
T002240,U0465,P0179,4.0,5.0,2024-03-12 10:18:00,Credit Card,2024-03-12,10,1,3
T002241,U0121,P0011,2.0,3.0,2024-04-28 00:18:00,Debit Card,2024-04-28,0,6,4
T002242,U0461,P0056,2.0,2.0,2024-01-21 17:52:00,Net Banking,2024-01-21,17,6,1
T002243,U0422,P0004,1.0,3.0,2024-11-02 19:31:00,COD,2024-11-02,19,5,11
T002244,U0215,P0121,1.0,4.0,2024-11-17 23:03:00,UPI,2024-11-17,23,6,11
T002245,U0353,P0121,2.0,2.0,2024-03-22 06:46:00,UPI,2024-03-22,6,4,3
T002246,U0256,P0023,4.0,4.0,2024-01-27 01:54:00,Net Banking,2024-01-27,1,5,1
T002247,U0474,P0175,2.0,4.0,2024-08-27 01:57:00,Credit Card,2024-08-27,1,1,8
T002248,U0334,P0049,3.0,4.0,2024-09-25 22:43:00,Credit Card,2024-09-25,22,2,9
T002249,U0012,P0031,4.0,4.0,2024-05-28 13:15:00,UPI,2024-05-28,13,1,5
T002250,U0141,P0196,2.0,5.0,2024-01-16 11:09:00,Debit Card,2024-01-16,11,1,1
T002251,U0341,P0114,4.0,3.0,2024-06-18 14:34:00,Credit Card,2024-06-18,14,1,6
T002252,U0339,P0065,2.0,3.0,2024-07-26 04:01:00,COD,2024-07-26,4,4,7
T002253,U0055,P0082,1.0,2.0,2024-10-09 09:30:00,COD,2024-10-09,9,2,10
T002254,U0348,P0081,3.0,5.0,2024-06-03 18:46:00,UPI,2024-06-03,18,0,6
T002255,U0242,P0052,2.0,4.0,2024-11-03 20:10:00,UPI,2024-11-03,20,6,11
T002256,U0102,P0045,4.0,4.0,2024-05-19 16:43:00,Net Banking,2024-05-19,16,6,5
T002257,U0027,P0124,3.0,4.0,2024-12-13 06:04:00,Net Banking,2024-12-13,6,4,12
T002258,U0013,P0031,4.0,4.0,2024-06-12 03:02:00,Debit Card,2024-06-12,3,2,6
T002259,U0153,P0133,4.0,3.0,2024-03-20 16:46:00,Credit Card,2024-03-20,16,2,3
T002260,U0117,P0144,1.0,4.0,2024-10-27 12:42:00,UPI,2024-10-27,12,6,10
T002261,U0354,P0130,1.0,5.0,2024-05-24 11:36:00,COD,2024-05-24,11,4,5
T002262,U0210,P0084,2.0,5.0,2024-05-13 19:39:00,UPI,2024-05-13,19,0,5
T002263,U0282,P0052,1.0,3.0,2024-02-07 18:51:00,UPI,2024-02-07,18,2,2
T002264,U0456,P0131,3.0,4.0,2024-05-06 18:44:00,Debit Card,2024-05-06,18,0,5
T002265,U0222,P0138,3.0,5.0,2024-07-13 04:55:00,Net Banking,2024-07-13,4,5,7
T002266,U0092,P0147,4.0,5.0,2024-03-11 09:20:00,COD,2024-03-11,9,0,3
T002267,U0087,P0154,2.0,2.0,2024-06-05 07:20:00,COD,2024-06-05,7,2,6
T002268,U0375,P0033,3.0,5.0,2024-09-07 01:43:00,Credit Card,2024-09-07,1,5,9
T002269,U0164,P0141,2.0,3.0,2024-03-28 15:03:00,Net Banking,2024-03-28,15,3,3
T002270,U0493,P0085,4.0,3.0,2024-03-31 04:23:00,Net Banking,2024-03-31,4,6,3
T002271,U0446,P0199,3.0,5.0,2024-10-14 20:30:00,Net Banking,2024-10-14,20,0,10
T002272,U0053,P0073,1.0,3.0,2024-01-22 01:45:00,Debit Card,2024-01-22,1,0,1
T002273,U0388,P0018,2.0,4.0,2024-10-20 09:16:00,Net Banking,2024-10-20,9,6,10
T002274,U0404,P0151,2.0,3.0,2024-03-05 16:48:00,Credit Card,2024-03-05,16,1,3
T002275,U0338,P0133,4.0,4.0,2024-04-07 18:06:00,Net Banking,2024-04-07,18,6,4
T002276,U0124,P0064,3.0,2.0,2024-06-20 21:22:00,UPI,2024-06-20,21,3,6
T002277,U0302,P0103,1.0,2.0,2024-03-27 12:52:00,Net Banking,2024-03-27,12,2,3
T002278,U0193,P0021,2.0,2.0,2024-01-10 05:05:00,UPI,2024-01-10,5,2,1
T002279,U0062,P0161,4.0,3.0,2024-09-11 12:14:00,Net Banking,2024-09-11,12,2,9
T002280,U0303,P0132,1.0,5.0,2024-05-07 10:55:00,Net Banking,2024-05-07,10,1,5
T002281,U0293,P0033,1.0,3.0,2024-02-12 13:09:00,Net Banking,2024-02-12,13,0,2
T002283,U0089,P0074,4.0,4.0,2024-12-28 08:48:00,Debit Card,2024-12-28,8,5,12
T002284,U0314,P0098,2.0,4.0,2024-11-11 23:37:00,UPI,2024-11-11,23,0,11
T002285,U0118,P0073,4.0,4.0,2024-12-19 22:12:00,Debit Card,2024-12-19,22,3,12
T002286,U0467,P0086,1.0,5.0,2024-10-19 14:59:00,UPI,2024-10-19,14,5,10
T002287,U0425,P0062,1.0,5.0,2024-08-26 15:01:00,UPI,2024-08-26,15,0,8
T002288,U0176,P0070,4.0,4.0,2024-06-03 18:04:00,Net Banking,2024-06-03,18,0,6
T002289,U0416,P0154,4.0,2.0,2024-08-28 18:39:00,Net Banking,2024-08-28,18,2,8
T002290,U0143,P0035,2.0,3.0,2024-05-04 18:28:00,Credit Card,2024-05-04,18,5,5
T002291,U0045,P0075,1.0,4.0,2024-05-16 16:10:00,COD,2024-05-16,16,3,5
T002292,U0105,P0103,1.0,4.0,2024-01-18 01:19:00,UPI,2024-01-18,1,3,1
T002293,U0456,P0169,3.0,4.0,2024-05-31 04:49:00,Credit Card,2024-05-31,4,4,5
T002294,U0460,P0023,3.0,1.0,2024-04-29 10:50:00,UPI,2024-04-29,10,0,4
T002295,U0196,P0192,2.0,2.0,2024-10-08 11:06:00,Credit Card,2024-10-08,11,1,10
T002296,U0182,P0069,2.0,1.0,2024-03-24 22:54:00,Net Banking,2024-03-24,22,6,3
T002297,U0204,P0132,3.0,3.0,2024-04-03 17:38:00,Net Banking,2024-04-03,17,2,4
T002298,U0121,P0189,1.0,4.0,2024-02-29 08:03:00,Credit Card,2024-02-29,8,3,2
T002299,U0020,P0088,4.0,4.0,2024-01-04 07:56:00,UPI,2024-01-04,7,3,1
T002301,U0246,P0031,2.0,4.0,2024-04-01 15:28:00,UPI,2024-04-01,15,0,4
T002302,U0006,P0153,4.0,5.0,2024-01-09 16:27:00,Debit Card,2024-01-09,16,1,1
T002303,U0327,P0032,2.0,4.0,2024-07-27 00:38:00,UPI,2024-07-27,0,5,7
T002304,U0015,P0105,2.0,3.0,2024-05-13 03:46:00,UPI,2024-05-13,3,0,5
T002305,U0485,P0122,1.0,4.0,2024-01-07 00:03:00,UPI,2024-01-07,0,6,1
T002306,U0034,P0037,3.0,5.0,2024-02-16 11:05:00,Debit Card,2024-02-16,11,4,2
T002307,U0469,P0054,1.0,4.0,2024-01-07 18:45:00,UPI,2024-01-07,18,6,1
T002308,U0265,P0138,4.0,5.0,2024-08-20 22:42:00,Debit Card,2024-08-20,22,1,8
T002309,U0106,P0057,3.0,1.0,2024-09-05 21:28:00,Credit Card,2024-09-05,21,3,9
T002310,U0491,P0147,1.0,4.0,2024-12-03 18:50:00,UPI,2024-12-03,18,1,12
T002311,U0473,P0066,2.0,4.0,2024-04-17 15:22:00,Net Banking,2024-04-17,15,2,4
T002312,U0004,P0164,2.0,5.0,2024-01-17 02:09:00,Net Banking,2024-01-17,2,2,1
T002313,U0455,P0046,3.0,2.0,2024-04-27 01:16:00,UPI,2024-04-27,1,5,4
T002314,U0068,P0021,1.0,4.0,2024-07-07 19:33:00,Debit Card,2024-07-07,19,6,7
T002315,U0497,P0153,1.0,2.0,2024-01-26 13:31:00,Debit Card,2024-01-26,13,4,1
T002316,U0388,P0130,2.0,5.0,2024-08-10 18:24:00,Debit Card,2024-08-10,18,5,8
T002317,U0195,P0120,4.0,4.0,2024-01-24 10:02:00,Credit Card,2024-01-24,10,2,1
T002318,U0423,P0030,2.0,5.0,2024-09-29 23:48:00,Net Banking,2024-09-29,23,6,9
T002319,U0292,P0088,3.0,5.0,2024-09-05 05:57:00,Credit Card,2024-09-05,5,3,9
T002320,U0125,P0193,3.0,3.0,2024-07-14 05:56:00,Credit Card,2024-07-14,5,6,7
T002321,U0272,P0032,3.0,2.0,2024-10-11 02:44:00,Credit Card,2024-10-11,2,4,10
T002322,U0133,P0058,2.0,3.0,2024-04-10 11:56:00,Debit Card,2024-04-10,11,2,4
T002323,U0471,P0075,2.0,3.0,2024-03-14 15:11:00,Credit Card,2024-03-14,15,3,3
T002324,U0113,P0174,3.0,4.0,2024-01-09 08:59:00,Debit Card,2024-01-09,8,1,1
T002325,U0323,P0146,2.0,3.0,2024-05-01 17:15:00,UPI,2024-05-01,17,2,5
T002326,U0344,P0170,1.0,5.0,2024-08-13 12:25:00,Credit Card,2024-08-13,12,1,8
T002327,U0009,P0055,2.0,4.0,2024-10-15 10:27:00,Debit Card,2024-10-15,10,1,10
T002328,U0188,P0021,1.0,4.0,2024-06-30 19:28:00,COD,2024-06-30,19,6,6
T002329,U0390,P0136,1.0,5.0,2024-04-27 21:27:00,Debit Card,2024-04-27,21,5,4
T002330,U0166,P0042,4.0,4.0,2024-09-19 08:09:00,UPI,2024-09-19,8,3,9
T002331,U0135,P0101,2.0,5.0,2024-02-09 21:37:00,UPI,2024-02-09,21,4,2
T002332,U0137,P0120,2.0,5.0,2024-07-16 09:02:00,UPI,2024-07-16,9,1,7
T002333,U0379,P0009,3.0,5.0,2024-03-18 14:51:00,Debit Card,2024-03-18,14,0,3
T002334,U0418,P0129,2.0,4.0,2024-05-02 12:26:00,Credit Card,2024-05-02,12,3,5
T002335,U0002,P0059,2.0,4.0,2024-08-09 03:58:00,Credit Card,2024-08-09,3,4,8
T002336,U0497,P0150,4.0,3.0,2024-06-14 02:55:00,Net Banking,2024-06-14,2,4,6
T002337,U0102,P0025,3.0,4.0,2024-10-23 14:30:00,Net Banking,2024-10-23,14,2,10
T002338,U0149,P0027,3.0,2.0,2024-11-19 14:56:00,COD,2024-11-19,14,1,11
T002339,U0205,P0002,3.0,2.0,2024-10-28 16:33:00,COD,2024-10-28,16,0,10
T002340,U0213,P0110,3.0,4.0,2024-09-30 16:24:00,UPI,2024-09-30,16,0,9
T002341,U0009,P0029,1.0,4.0,2024-03-26 08:02:00,UPI,2024-03-26,8,1,3
T002342,U0223,P0170,2.0,4.0,2024-04-29 15:36:00,UPI,2024-04-29,15,0,4
T002343,U0118,P0101,2.0,3.0,2024-07-14 19:46:00,Credit Card,2024-07-14,19,6,7
T002344,U0326,P0095,4.0,4.0,2024-05-06 19:03:00,Debit Card,2024-05-06,19,0,5
T002345,U0355,P0182,3.0,3.0,2024-05-05 19:25:00,UPI,2024-05-05,19,6,5
T002346,U0163,P0069,3.0,3.0,2024-01-13 04:32:00,Debit Card,2024-01-13,4,5,1
T002347,U0431,P0006,1.0,4.0,2024-08-15 19:03:00,Debit Card,2024-08-15,19,3,8
T002348,U0398,P0114,1.0,2.0,2024-10-21 11:26:00,Debit Card,2024-10-21,11,0,10
T002349,U0277,P0121,4.0,2.0,2024-07-13 00:21:00,UPI,2024-07-13,0,5,7
T002350,U0005,P0094,3.0,3.0,2024-06-02 09:15:00,COD,2024-06-02,9,6,6
T002351,U0134,P0105,3.0,3.0,2024-03-21 00:59:00,UPI,2024-03-21,0,3,3
T002352,U0257,P0049,3.0,3.0,2024-04-12 02:37:00,UPI,2024-04-12,2,4,4
T002353,U0392,P0086,4.0,4.0,2024-02-16 21:46:00,Debit Card,2024-02-16,21,4,2
T002354,U0419,P0109,3.0,5.0,2024-02-21 07:29:00,Debit Card,2024-02-21,7,2,2
T002355,U0162,P0053,1.0,4.0,2024-05-15 18:30:00,COD,2024-05-15,18,2,5
T002356,U0118,P0108,4.0,4.0,2024-10-05 23:20:00,UPI,2024-10-05,23,5,10
T002357,U0025,P0135,3.0,3.0,2024-12-10 04:33:00,Debit Card,2024-12-10,4,1,12
T002358,U0405,P0010,3.0,5.0,2024-01-08 19:44:00,UPI,2024-01-08,19,0,1
T002359,U0259,P0200,1.0,4.0,2024-12-14 21:15:00,UPI,2024-12-14,21,5,12
T002360,U0024,P0043,4.0,4.0,2024-01-02 01:08:00,Net Banking,2024-01-02,1,1,1
T002361,U0414,P0113,3.0,3.0,2024-06-28 18:54:00,UPI,2024-06-28,18,4,6
T002362,U0065,P0076,3.0,5.0,2024-04-25 20:51:00,UPI,2024-04-25,20,3,4
T002363,U0410,P0001,2.0,3.0,2024-09-04 03:39:00,Net Banking,2024-09-04,3,2,9
T002364,U0136,P0030,1.0,4.0,2024-01-18 14:06:00,UPI,2024-01-18,14,3,1
T002365,U0289,P0191,2.0,5.0,2024-12-01 17:44:00,Debit Card,2024-12-01,17,6,12
T002366,U0360,P0044,3.0,3.0,2024-02-17 02:21:00,Credit Card,2024-02-17,2,5,2
T002367,U0366,P0146,1.0,3.0,2024-12-20 07:43:00,Net Banking,2024-12-20,7,4,12
T002368,U0306,P0149,1.0,5.0,2024-07-29 02:37:00,Debit Card,2024-07-29,2,0,7
T002369,U0217,P0080,4.0,5.0,2024-04-16 15:05:00,UPI,2024-04-16,15,1,4
T002370,U0204,P0066,2.0,5.0,2024-09-15 05:24:00,UPI,2024-09-15,5,6,9
T002371,U0419,P0055,2.0,3.0,2024-01-17 03:48:00,UPI,2024-01-17,3,2,1
T002372,U0298,P0144,2.0,4.0,2024-02-24 21:15:00,UPI,2024-02-24,21,5,2
T002373,U0212,P0026,1.0,4.0,2024-02-13 14:12:00,COD,2024-02-13,14,1,2
T002374,U0139,P0098,1.0,5.0,2024-04-29 22:41:00,Credit Card,2024-04-29,22,0,4
T002375,U0345,P0096,2.0,2.0,2024-05-25 20:03:00,Net Banking,2024-05-25,20,5,5
T002376,U0437,P0155,4.0,4.0,2024-01-13 12:21:00,Debit Card,2024-01-13,12,5,1
T002377,U0252,P0199,3.0,3.0,2024-09-12 23:19:00,Credit Card,2024-09-12,23,3,9
T002378,U0196,P0089,2.0,4.0,2024-07-04 07:23:00,COD,2024-07-04,7,3,7
T002379,U0185,P0092,1.0,5.0,2024-03-31 19:21:00,Debit Card,2024-03-31,19,6,3
T002380,U0322,P0041,4.0,5.0,2024-04-11 03:47:00,UPI,2024-04-11,3,3,4
T002381,U0396,P0132,1.0,5.0,2024-12-01 04:24:00,Credit Card,2024-12-01,4,6,12
T002382,U0113,P0121,3.0,4.0,2024-07-09 08:31:00,Net Banking,2024-07-09,8,1,7
T002383,U0353,P0142,2.0,5.0,2024-01-21 11:27:00,Debit Card,2024-01-21,11,6,1
T002384,U0175,P0077,3.0,3.0,2024-11-06 05:10:00,Credit Card,2024-11-06,5,2,11
T002385,U0095,P0037,1.0,4.0,2024-03-12 20:49:00,COD,2024-03-12,20,1,3
T002386,U0320,P0017,4.0,4.0,2024-03-19 16:01:00,Debit Card,2024-03-19,16,1,3
T002387,U0431,P0004,4.0,3.0,2024-09-09 22:51:00,Debit Card,2024-09-09,22,0,9
T002388,U0209,P0036,4.0,2.0,2024-03-18 20:52:00,UPI,2024-03-18,20,0,3
T002389,U0364,P0190,1.0,4.0,2024-05-04 12:11:00,UPI,2024-05-04,12,5,5
T002390,U0140,P0062,4.0,2.0,2024-01-22 10:41:00,UPI,2024-01-22,10,0,1
T002391,U0361,P0042,4.0,2.0,2024-05-23 18:30:00,UPI,2024-05-23,18,3,5
T002392,U0368,P0103,3.0,5.0,2024-12-12 10:55:00,COD,2024-12-12,10,3,12
T002393,U0323,P0048,4.0,3.0,2024-10-15 22:42:00,Net Banking,2024-10-15,22,1,10
T002394,U0403,P0050,1.0,2.0,2024-12-08 00:28:00,UPI,2024-12-08,0,6,12
T002395,U0234,P0019,3.0,4.0,2024-04-14 12:08:00,UPI,2024-04-14,12,6,4
T002396,U0293,P0116,3.0,4.0,2024-08-20 22:16:00,UPI,2024-08-20,22,1,8
T002397,U0043,P0181,3.0,4.0,2024-03-18 05:22:00,Credit Card,2024-03-18,5,0,3
T002398,U0481,P0065,2.0,5.0,2024-10-29 19:01:00,UPI,2024-10-29,19,1,10
T002399,U0226,P0097,1.0,4.0,2024-02-10 06:31:00,Credit Card,2024-02-10,6,5,2
T002400,U0330,P0094,3.0,5.0,2024-07-07 06:15:00,UPI,2024-07-07,6,6,7
T002401,U0269,P0062,2.0,1.0,2024-10-11 17:12:00,Debit Card,2024-10-11,17,4,10
T002402,U0306,P0050,1.0,2.0,2024-08-15 15:09:00,UPI,2024-08-15,15,3,8
T002403,U0484,P0138,1.0,2.0,2024-12-28 05:04:00,UPI,2024-12-28,5,5,12
T002404,U0309,P0136,1.0,1.0,2024-06-20 04:49:00,Debit Card,2024-06-20,4,3,6
T002405,U0484,P0101,3.0,5.0,2024-07-05 17:45:00,UPI,2024-07-05,17,4,7
T002406,U0095,P0029,2.0,5.0,2024-09-13 04:46:00,Credit Card,2024-09-13,4,4,9
T002407,U0161,P0146,3.0,5.0,2024-02-10 16:12:00,Debit Card,2024-02-10,16,5,2
T002408,U0188,P0116,4.0,3.0,2024-04-12 13:16:00,Debit Card,2024-04-12,13,4,4
T002409,U0453,P0043,1.0,5.0,2024-11-19 13:47:00,Net Banking,2024-11-19,13,1,11
T002410,U0188,P0095,3.0,5.0,2024-02-25 06:59:00,UPI,2024-02-25,6,6,2
T002411,U0311,P0184,2.0,2.0,2024-12-05 22:15:00,Debit Card,2024-12-05,22,3,12
T002412,U0441,P0120,1.0,1.0,2024-09-26 08:05:00,Credit Card,2024-09-26,8,3,9
T002413,U0273,P0189,4.0,2.0,2024-10-30 07:45:00,UPI,2024-10-30,7,2,10
T002414,U0237,P0097,1.0,5.0,2024-01-22 15:57:00,COD,2024-01-22,15,0,1
T002415,U0339,P0122,1.0,4.0,2024-08-13 15:49:00,Debit Card,2024-08-13,15,1,8
T002416,U0436,P0160,3.0,5.0,2024-03-15 11:43:00,Net Banking,2024-03-15,11,4,3
T002417,U0238,P0182,3.0,4.0,2024-05-18 07:52:00,UPI,2024-05-18,7,5,5
T002418,U0023,P0012,3.0,2.0,2024-12-08 09:13:00,UPI,2024-12-08,9,6,12
T002419,U0053,P0007,3.0,2.0,2024-08-26 15:49:00,Net Banking,2024-08-26,15,0,8
T002420,U0043,P0200,3.0,3.0,2024-02-13 06:57:00,UPI,2024-02-13,6,1,2
T002421,U0086,P0013,3.0,5.0,2024-11-28 18:21:00,UPI,2024-11-28,18,3,11
T002422,U0405,P0036,1.0,1.0,2024-10-28 00:16:00,Credit Card,2024-10-28,0,0,10
T002423,U0005,P0159,2.0,5.0,2024-05-07 07:17:00,UPI,2024-05-07,7,1,5
T002424,U0400,P0153,2.0,4.0,2024-03-18 11:07:00,Credit Card,2024-03-18,11,0,3
T002425,U0458,P0101,1.0,4.0,2024-10-07 15:36:00,Credit Card,2024-10-07,15,0,10
T002426,U0332,P0149,1.0,4.0,2024-06-16 15:11:00,UPI,2024-06-16,15,6,6
T002427,U0232,P0042,1.0,5.0,2024-05-31 04:20:00,Credit Card,2024-05-31,4,4,5
T002428,U0159,P0026,4.0,4.0,2024-07-09 13:25:00,Debit Card,2024-07-09,13,1,7
T002429,U0192,P0046,3.0,2.0,2024-12-14 05:36:00,Debit Card,2024-12-14,5,5,12
T002430,U0039,P0155,2.0,4.0,2024-08-15 08:37:00,Credit Card,2024-08-15,8,3,8
T002431,U0021,P0183,1.0,3.0,2024-05-31 04:51:00,Debit Card,2024-05-31,4,4,5
